CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
 349,1, ,3, 9, 3, 2,1,2,2,2,1,21,1,21,1, ,1, 1,2,2,1,6, , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,2,1982, 6,21,1, 1,2, ,1, , , , 4, 3, 50, 2000,999999,    0,    0,    0,    0, 1800, 1000,    0,   0,    0,    0, 1100,    0,    0,    0,    0,   -1,    0,    0,    0, 200, 1000,  350,  150,    0,   -1,2,20,  600,    0,   0,    0,    0,    0, 1100,    0,  800,    0,   0,   0,    0,    0,  0,  0, 35,15,  0,   0, 100,  350, 700,  0,  100,    0,   0,    ,    ,    ,     ,2,  800,   0,   0,    0,   0,   0, 209,    0,    0,    0,   0,   0,    0,  150,  0,  0, 10, 10, 10,  0,   0,    0,  200,   0,   80,   0,   0,    ,    ,     ,    , , 665,   0,   0,    0,   0,   0, 209,    0, 136,   0,   0,   0,   0,   85,  0,  0, 22, 12,  5,  0,  48,  39, 401,  0,  60,    0,   0,    ,    ,    ,    , ,  763,    0,   0,    0,   0,   0, 528,   0, 276,    0,    0,   0,   0,  57,  0,  0, 22, 12,  5,  0,  50,   91, 378,  0,  33,   0,   0,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.688162,780,2
 350,2,1,3, 7, 1, 3,1,9,2,2,1,27,1,27,1, ,2, 1,2,2,2, , , ,          ,2,2, , , , ,          , , , ,          ,          ,          ,1,1982, 9,24,1, 1,2, ,1, , , , 6, 8,   , 3000, 16000,    0,    0,    0,    0, 3000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 300,    0,  300,    0,    0,    0,2,20,  800,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 20, 0,  0,   0, 150,   50,  40,  0,    0,    0,   0,    ,    ,    ,     ,1,  800,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 25,  0,  0,  0,   0,  100,   60,   0,    0,   0,   0,    ,    ,     ,    , , 800,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0, 100,  60,  0,   0,    0,  40,    ,    ,    ,    ,1,  800,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0, 150, 1600,  45,  0,   0,   0,   0,    ,    ,    ,    ,1, 3,3, , , ,          , , , , ,0, 600,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,  20,  0,  0,   0,   0,  100,  70,  0,    0,    0,   0,    ,    ,    ,  15,1,1, , ,37,20,  600,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0, 20,  0,  0,  0,  20,   50,   70,  0,   0,   0,   0,    ,    ,    ,    ,2,1, , ,  ,  ,     ,2, ,2, , ,    , ,1,2,4, , , , ,  350,999999,    , 800,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  25,  0,  0,  0,   0, 150,  100,  0,   0,   0,   0,    ,    ,    ,    , ,    0, 800,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  30,  0,  0,  0,   0,    0,  90,  0,   0,   0,   0,    ,    ,    ,    ,1,1,3,    0,2,2, ,2,1,1.226112,450,6
 351,1,1,1, 2, 3, 5,1,2,2,2,1,12,1,12,2, ,2, 6,2,1,1,1, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1977, 9,16,1, 1,2, ,1, , , , 8,99, 30, 9000,110000,    0, 8000,  500,    0, 3000, 2000,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 200,    0,  300,  100, 2100,    0,1,25,    0,  700,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 45,43,  0,   0,   0,  350, 125,  0,   10, 2100,   0, 320,  80, 140,    0,1,  650, 350,   0,    0,   0,   0,   0,  100,    0,    0,   0,   0,    0,    0,  0,  0, 40, 25,  0,  0,   0,   50,  230,   0,   10, 180,   0, 480, 600,  120,  80, , 600, 300,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 45, 40,  0,  0,   0,   0,  30,  0,  20,  400,   0, 400, 182,  80, 110,1,  250,  300,   0,   70,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,130,  0,  0,  0,  20,   30,  40,  0,   0, 180,   0, 520, 240,  80, 160,1, 4,3, , , ,          , , , , ,0, 200, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0, 120,  0,  0,   0,  30,  150, 250,  0,   10, 1500,   0, 560,   0, 160,  40,1,1, , , 8, 8,  400, 300,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0, 70,  0,  0,  0,  30,  100,  150,  0,  50, 500,   0, 320,   0, 120, 200,1,1, , ,  ,  ,     ,1,1,4,2,2,1200,0,1,2,5,6,7, , , 4000,999999,    , 400,  200,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  80,  0,  0,  0,  40,  30,  100,  0,  50, 150,   0, 160,   0,  40,  60,1,    0, 300,  300,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  60, 35,  0,  0,   0,   50, 110,  0,  40, 300,   0, 200,   0,  40,  68,1,2,3,  700,1,3,8,1,1,1.402663,905,5
 352,2,3,1,98, 2, 2,2,1,2,2,2,  ,2,  , ,1,1, 4,1,1,1,6, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1963,10, 3,2, 2,1,1,2, ,2, , 1, 1,100,    0, 54500,    0,    0,    0,    0,    0,    0, 2000,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,39,    0,    0, 100,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,    0,   0,  0,    0,    0,   0,    ,    ,    ,     ,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,    0,   0,    0,   0,   0,    ,    ,     ,    ,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,   0,  0,   0,    0,   0,    ,    ,    ,    ,1,    0,    0, 600,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,  600,   0,  0,   0,   0,   0,    ,    ,    ,    ,1, 2,3, , , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,    0,   0,  0,    0,    0,   0,    ,    ,    ,   0,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,    0,  0,   0,   0,   0,    ,    ,    ,    ,1,1,2,1,95, 0,    0,1,1,0,2,2,2800,0,1,2,3, , , , , 3000, 55000, 0.7,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,    0,  0,   0,   0,   0,    ,    ,    ,    , ,    0,   0,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,    0,   0,  0,   0,   0,   0,    ,    ,    ,    , , , ,     , , , , , ,1.226112,514,6
 353,1, ,3, 4, 1, 2,1,1,2,2,1,10,1,10,1, ,2, 0,2,2,2, , , ,          ,1, , , , , ,          ,3, , ,          ,          ,          ,1,    ,  ,99,1, 1,2, ,3, ,1,1, 3, 4,   ,99999,  8000, 6000,   -1,   -1,   -1,  500,   -1,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,  500,   -1,  200,  -1,   -1,   -1,    0,  100,   -1,1,  ,     ,     ,    ,     ,     ,     ,     ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,  ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,     , ,     ,    ,    ,     ,    ,    ,    ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,   ,   ,   ,    ,     ,     ,    ,     ,    ,    ,    ,    ,     ,    , ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,    ,    ,     ,   ,   ,   ,   ,   ,   ,    ,    ,    ,   ,    ,     ,    ,    ,    ,    ,    , ,     ,     ,    ,     ,    ,    ,    ,    ,    ,     ,     ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.534970,204,4
 354,1, ,1, 8, 3, 4,2,2,2,2,1,30,1,30,2,1,1, 1,2,2,1,1, , ,          ,1, , , , , ,          ,2, , ,          ,          ,          ,1,1978, 3,13,1,98,2, ,4,1,2, , 9, 3, 75, 4000,120000,    0,    0,    0,    0, 4000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0, 2000,    0,    0, 500,   50,  100,    0,  300,    0,1,24,  329,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  300,  0,  0, 74, 0,  0,   0,   0,  800, 150,  0,    0,    0,   0, 150,  50,   0,   50,1, 1000, 500,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,100,  0,  0,  0,   0,    0,  100,   0,    0,   0,   0, 500,   0,    0,  20,1,1000,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 35,  0,  0,  0,   0,   0,  60,  0,   0,    0,   0, 140,   0,   4,   2,1,  500,  200,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  50,  0,   0,   0,   0,  70,   0,  20,  10,1, 3,2,2, , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.085743,604,1
 355,1, ,1, 6, 3, 1,2,9,2,2,1,34,1,34,1,1,1, 1,2,2,2, , , ,          ,2,2, , , , ,          , , , ,          ,          ,          ,1,1978, 1, 5,1, 1,2, ,1, , , , 6, 3,   , 1500, 50000,    0,    0,    0,    0, 1000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0, 2000,  600, 2000, 500, 2800, 4000,    0,    0,  300,2,24, 1000,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  300,  0,  0,100,30,  0,   0,  30,  300, 110,  0,    0,    0,   0,    ,    ,    ,     ,1, 1043,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  227,  0,  0, 65, 22,  0, 12,   8,   32,  208,   0,   20,   0,   0,    ,    ,     ,    , ,1000,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  300,  0,  0, 50, 15,  0, 15,   0, 100, 100,  0, 100,    0,   0,    ,    ,    ,    ,1, 1400,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 250,  0,  0, 46, 20,  0,  0,   0,    0, 420,  0,   0,   0,   0,    ,    ,    ,    ,1, 6,3, , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.843114,604,1
 356,1,1,1, 9, 3, 5,1,2,2,2,1,20,2,  , , ,2, 1,2,2,2, , , ,          ,2,1,3, , , ,          , , , ,          ,          ,          ,9,1979, 9, 1,1, 1,2, ,3, ,1,3, 7, 8,   ,99999,999999,    0,    0,    0,    0,  500,    0,    0, 500,    0,    0,    0,    0,    0,    0,    0,    0,  525,  300,    0, 200,    0, 2000,    0,    0,    0,2,23,  400,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  525,  0,  0, 70, 0,  0,   0,   0,    0, 150,  0,    0,    0, 100, 300,  50, 100,  400,2,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  600,  0,  0, 75,  0,  0,  0, 329,    0,   70,   0,    0,   0,   0, 275,  50,   60, 100, ,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  525,  0,  0, 72,  0,  0,  0,   0,   0,  75,  0,   0,    0,   0, 200,   0,  50,  70,1,    0,  500,   0,    0,2775,   0,   0,   0,   0,    0,    0,   0,   0, 525,  5,  0, 72,  0, 40,  0,   0,  300,  75,  0,   0,   0,   0, 400, 100,  75, 200,2, 4,3, , , ,          , , , , ,5,  80,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 525, 25,  0,  95,  0,  0,   0,   0,  250, 100,  0,    0,    0,   0, 200,   0, 150, 150,2,1, , ,10,30,  450,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 525, 30,  0, 65,  0,  0,  0,   0,    0,   75,  0,   0,   0,   0, 200,   0,  75,  75,1,1, , ,  ,  ,     ,1,1,0,1,1,9999,2,1,2,3,6, , , ,99999,  1100,    , 400,  700,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 525, 28,  0,  66,  0,  0,  0,   0,   0,  100,  0,   0,   0,   0, 260,   0,  30, 200, , 6935, 350,    0,   0,   0,   0,   0,   0,  800,   0,1580,   0,   0,   0, 525, 26,  0,  68,  0,  0,  0,   0,   35,   0,  0,   0,   0,   0, 350,  50,  40, 120, ,2,1, 1200,1,8,8,1,1,0.688162,403,2
 357,1,4,2, 9, 3, 3,1,2,2,2,2,  ,2,  , , ,2, 1,2,1,2, , , ,          ,2,1,3,4,5, ,          , , , ,          ,          ,          ,2,1981, 8, 9,1, 1,2, ,1, , , , 5, 3,   , 4000,130000,    0, 9500,  700,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,  500,  500,    0, 500,    0, 1000,    0, 2000, 1000,1,21,    0,    0,   0,    0, 2500, 1700,    0,    0,    0,    0,   0,   0,    0,  500,  0,  0,  0, 0,  0,   0,   0, 3000, 200,  0,    0, 1000, 100, 100,   0,  10,   50,1,    0, 200,   0,    0,   0,   0,   0, 5000,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0, 500,  100,   50,   0,    0,1000, 100, 200, 250,   30,  50,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,  50, 100,  0,   0,  500, 100, 500, 200,  50, 500,1,    0,    0,   0,    0,   0, 450,   0,   0,   0,    0,    0,   0,   0, 200,  0,  0,  0,  0,  0,  0, 300,    0, 400,  0,   0,   0,  50, 100,   0,   0, 100,1, 5,3, , , ,          , , , , ,2,1500, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 450, 80,  0,  85,  0,  0,   0,1000,    0, 500,  0,    0, 3000,   0, 200,  50,  50,  50,1,2,3,2, 0,40, 2200,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 900, 60,  0, 80,  0,  0,  0, 200,   50,  200,  0,   0,2000, 500, 700, 100,  10, 300,1,1, , ,  ,  ,     ,2, ,4, , ,    , ,1,2,3,5, , , , 1000,  5000,    ,2000,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 800,100,100,  50,  0,  0,  0, 100,   0,    0,  0,   0, 800,   0, 750, 150, 200, 400, ,    0,2000,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 450, 50, 50,  50,  0,  0,  0, 200,   50,  50,  0,   0,2000,   0, 200,   0,  25, 100, ,9,9,  500,2,1, ,1,1,1.085743,604,1
 358,1, ,1, 2, 1, 2,2,1,2,2,1,40,1,40,1,1,1, 2,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1971, 3,29,2, 1,2, ,2, ,2, , 5, 7,   , 8000, 90000,11000,    0,  800,    0,  700,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  150,    0,    0,    0,2,31,     ,     ,    ,     ,     ,     ,     ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,  ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,     , ,     ,    ,    ,     ,    ,    ,    ,     ,     ,     ,    ,    ,     ,     ,   ,   ,   ,   ,   ,   ,    ,     ,     ,    ,     ,    ,    ,    ,    ,     ,    , ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,    ,    ,     ,   ,   ,   ,   ,   ,   ,    ,    ,    ,   ,    ,     ,    ,    ,    ,    ,    , ,     ,     ,    ,     ,    ,    ,    ,    ,    ,     ,     ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,0.843114,604,1
 359,1, ,4,98, 1, 1,1,1,2,2,2,  ,2,  , , ,2, 0,2,2,1,6, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1979,11, 6,1, 1,2, ,4,2,1,3, 1, 2, 20, 2000,  3000,    0,   -1,    0,   -1,  700,  250,    0, 100,    0,    0,    0,    0,    0,    0,    0,    0,  380,   20,  100,   0,    0,12900,    0,    0,    0,1,23,  510,  400,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  380, 40,  0, 20,20,  0,   0, 100,    0,   0,  0,    0,    0,   0, 100,   0,   0,    0,1,    0, 200,   0,    0,   0,   0, 570,    0,    0,    0,   0,   0,    0,  380, 20,  0, 20, 20,  0,  0,  20,    0,   60,   0,    0,   0,   0,  30,   0,    0,   0, , 550, 200,   0,   60,   0,   0,   0,    0,   0,   0,   0,   0,   0,  380, 40,  0, 20, 20,  0,  0,   0,   0,  50,  0,   0,    0,   0, 100,   0,   0,  40,1,  460,  750,   0,   50,   0,   0,   0,   0,   0,    0,    0,   0,   0, 380, 40,  0, 20, 20,  0,  0,  30,    0,  30,  0,   0,   0,   0, 100,   0,   0,  30,1, 6,4, , , ,          ,1,3, , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.085743,604,1
