CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
 566,1, ,1, 9, 4, 2,2,1,2,2,1,50,1,50,9,2,1, 6,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1949, 3,17,2, 1,2, ,2, ,2, , 1, 2,   ,14000, 90000,    0,    0,    0,10000,    0,    0,    0,   0,    0,    0,    0,    0,    0, 8000,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,53, 3600,    0,   0,    0,    0,    0,    0,    0,    0,    0,2000,   0,    0,    0,150,120, 72,23,  0, 108, 600, 1100, 360,  0,    0,    0, 500, 180,   0,  20,   10,2, 3700,   0,   0,    0,   0,   0,   0,    0,    0,13000,   0,   0,    0,    0,150,120, 60, 20,  0, 90,   0,    0,  400,   0,    0,   0, 100, 500,   0,   30,  30, ,3700,   0,   0,    0,   0,   0,   0,    0,   0,2200,   0,   0,   0,    0,150,120, 70, 22,  0,  0, 300,   0, 400,  0,   0,  300, 200, 500,  40, 800,  50,1, 3800,    0,   0,    0,   0,   0,   0,   0,   0, 4000,    0,   0,   0,   0,150,120, 70, 23,  0, 50,   0, 1100, 400,  0,   0,   0, 100, 500,   0,   0, 200,1, 2,2,4, , ,          , , , , ,0,3600,   0,   0,   0,    0,   0,   0,   0,    0,3000,   0,   0,    0,   0,240,170,  60, 22,  0,1300, 100,   80, 300,  0,    0,    0,  50, 150, 240,2400,2400,1,1, , ,42,39, 3500,   0,   0,   0,   0,   0,   0,    0,   0,2200,   0,   0,   0,   0,200,160, 70, 28,  0,  0,   0,    0,  400,  0,   0,   0, 100, 600, 100,   0, 400,1,1,1,1,93, 0, 7000,1,1,0,2,1,2600,0,1,2,3,4,6,7, , 5000,300000, 0.9,3600,    0,   0,  0,   0,   0,   0,    0,   0,10000,   0,   0,   0,   0,220,150,  60, 27,  0, 40,  40,  60,  400,  0,   0, 300, 300, 600, 150,  50, 200, ,    0,3600,    0,   0,   0,   0,   0,   0,    0,   0,2200,   0,   0,   0,   0, 70,120,  70, 27,  0,  0, 550,  600, 400,  0,   0, 300, 140, 600, 600,  50, 100, ,3,3,    0,1,2, ,1,1,0.688162,780,2
 567,1,4,1, 8, 3, 1,1,1,2,2,2,  ,1,16,2, ,1, 1,2,1,2, , , ,          ,1, , , , , ,          ,4, , ,          ,          ,          ,2,1977,11,10,1, 1,2, ,4,1,1, , 3, 3,   , 6000, 20000,    0, 4000,  800,    0, 1000,    0,    0,   0,    0,    0,    0,    0,    0, 1000,    0,    0,  200,    0,    0, 250,  300,  200,    0,    0,  120,2,25,    0,    0,   0,    0,    0,    0,    0,    1,    0,    0,   0,   0,    0,  370,  1,  1, 40, 0,  0,   0,   0,  900,  47,  0,    0,   75,   1, 200,  25,  50,  150,2,    0,   0,   0,    0,   0,   0,   0,  750,    0, 1000,   0,   0,    0,  370, 20, 20, 30,  0,  0,  0,   0,  300,  150,   0,    0,3500,   0, 200,   0,   30,  30, ,   0,   0,   0,    0,   0,   0,   0, 1000,   0,4000,   0,   0,   0,  370, 20, 20, 30,  0,  0,  0,   0,  50, 120,  0,   0, 3000,  10, 200,  60,  35,1550,2,    0,    0,   0,    0,   0,   0,   0, 700,   0,    0,    0,   0,   0, 400, 20, 40, 50,  0,  0,  0,   0,    0,  50,  0,   0, 100,   0,  60, 200,  40,   0,1, 5,3, , , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0,3000,    0,   0,   0,   0,    0, 370, 20, 40,  25,  0,  0,  30,   0, 2300, 150,  0,    0,  100,   0, 140,  20,  20,  20,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,  700,   0,   0,   0,   0,   0, 370, 30, 50, 50,  0,  0,  0,  10,  150,  250,  0,   0, 150,   0, 110,  20,  60,  15,1,1,2,1,96, 0, 5500,1,1,3,9,2, 150,2,1,2,3,4,6, , , 2500, 10000, 0.6,   0,    0,   0,  0,   0,   0,   0,  800,   0,    0,   0,   0, 120, 370, 30, 37,  25,  0,  0, 20,   0,  20,  200,  0,   0, 100,   0, 120,  20,  50,  30, ,    0,   0,    0,   0,   0,   0,   0,   0,  800,   0,   0,   0,   0,   0, 370, 20, 35,  30,  0,  0,  0,   0,  140, 110,  0,   0, 100,   0, 120,  30,  20,  40, ,9,1,  850,2,1, ,1,1,0.688162,403,2
 568,1,2,1, 8, 3,-1,2,9,2,2,1,30,9,  , ,1,1, 2,2,2,2, , , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,2,1978, 6, 7,1, 1,2, ,2, ,2, , 4, 3,   , 4000, 18000,    0, 4000, 1200,    0,  500,    0,    0,   0,    0,    0,    0,    0,    0, 1000,    0,    0,  100,    0,    0,   0,  500, 1700,  160,  500,    0,2,24, 1200,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  100,  0,  0, 30,20,  0,   0,   0, 1600, 200,  0,   80,  250,  25, 300, 100,  50,   50, ,  600,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  100,  0,  0, 50,  0,  0,  0,   0,  200,  200,   0,   80, 200, 200,  80,   0,   60,  20, , 700,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  200,  0,  0, 50,  0,  0,  0,   0,  25, 220,  0,  80,  100,  40, 150,  70,  40,  20,1, 1100,  200, 300,   50,   0,   0,   0,   0,   0,    0,    0,   0,   0, 250,  0,  0, 50, 50,  0,  0, 500,   35, 288,  0,  80, 200,  40, 150,  20,  55,  81,1, 6,4, , , ,          ,3, , , ,6, 500,   0,   0,   0, 4500,   0,   0,   0,    0,   0,   0,   0,    0, 250,  0,  0,  60,  0,  0,   0,  30, 3000, 250,  0,   80,  400,   0, 250,   0,  30,  30,2,1, , ,25,15,  700,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 200,  0,  0, 50,  0,  0,  0,   0,   40,  240,  0,  80, 400, 125, 180,  20, 110,  15,1,1,1,1,  , 7,10000,1,2,4, , ,    , ,1,2,3,4,5,6, , 2200, 15000, 0.6, 600,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 200,  0,  0,  50,  0,  0,  0,  25,  30,  225,  0,  80, 800,  10, 210,   0,  70,  30, , 4200, 500,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,  75,   0, 200,  0,  0,  50, 50,  0,  0,  50,  150, 260,  0,  80, 500,  20, 194,   7,  70,  22, ,1,1, 3500,2,1, ,1,1,0.533253,506,7
 569,2,4,1,98, 3, 3,1,2,2,1,2,  ,2,  , , ,2, 1,2,2,1,1, , ,          ,2,3,5, , , ,          , , , ,          ,          ,          ,2,1979, 2,14,1, 2,2, ,1, , , , 7, 6,  0, 2500, 50000, 8000,    0,  600,  800,    0, 2000,    0,   0, 2400,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,1,23,    0,    0,   0,    0,    0,    0,    0,    0,  200,    0,   0,   0,  300,    0,  0,  0,  0, 0,  0,   0,   0,  100, 110,  0,    0,    0,   0,  20,   5,  30,    0, ,    0,   0,   0,    0,2400,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,  100,  107,   0,    0, 575,  35,  50,   0,    0,  30, , 150,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0, 100, 110,  0, 150,    0,  35, 100,   0,  20, 100,1,  300,  100,   0,    0,   0,   0,   0,   0, 200,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0, 100,  0,   0, 200,   0,  70,   0,  20, 100,1, 7,4, , , ,          ,2, , , ,1, 500,   0,   0,   0,    0,   0,   0,   0,  250,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,   50, 115,  0,    0,  300,   0,  30,   0,  50,  50,1,1, , ,15,20,  500, 100,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  115,  0,   0, 300,   0,  10,   0,   0,  40,1,1, , ,  ,  ,     ,1,1,1,1,2,2000,1,4, , , , , , ,  100,  2000,    , 540,    0,   0,  0,   0,   0,   0,    0, 200,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,  115,  0,   0,   0,  50,  50,   0,   0, 250, , 2400, 500,    0,   0,   0,   0,   0,   0,    0, 150,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,  100, 115,  0,   0, 200,   0,  20,   0,   0,  30, ,3,2,  420,2,1, ,1,1,1.578969,450,6
 570,1,1,3, 2, 1, 2,1,1,2,2,1,15,1,15,2, ,2, 1,2,2,1,2, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1981, 2, 9,1, 1,2, ,1, , , , 2, 3, 50, 7000, 60000,    0,    0,  300, 1000, 1000,  500,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 200,    0,    0,    0,    0,    0,1,21,  500,  100,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,    0,   0,  0,    0,    0,   0,  40,  80,   0,   60,1,  200,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,    0,   0,    0,   0,   0,  40, 300,    0, 320,1, 300,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,  20,  0,   0,    0,   0,  60, 300,   0, 400,1,  500,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  10,  0,   0,   0,   0,  60, 400,   0, 600,1, 5,3, , , ,          , , , , ,0, 400,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,    0,  20,  0,    0,    0,   0,  80, 200, 600, 150,1,1, , , 5,10,  250,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,   10,  0,   0,   0,   0, 100,   0,   0, 600,1,1, , ,  ,  ,     ,1,1,3,1,2,1500,0,5,6, , , , , , 3000,  7000,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,   10,  0,   0,   0,   0,  20,  80,   0, 200, ,    0,   0,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,    0,  20,  0,   0,   0,  44,  20, 120,   0, 300, ,3,1,   40,1,1, ,2,2,1.402663,905,5
 571,1,4,1, 3,99,-1,1,9,2,2,2,  ,1, 8,2, ,2, 0,2,2,1,6, , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,1,1982, 9, 6,1, 1,2, ,1, , , , 3, 3,  0, 3000,999999,    0,    0,    0,    0, 2000,  100,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0, 2100,    0,    0,    0,2,20,    0,  100,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,  100,    0,  0,  0,  0, 0,  0,   0,   0, 2000,   0,  0,    0,    0,   0, 200,   0,  80,  800,1,  300,   0,   0,    0,   0,   0,   0,  376,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,  130,   0,    0,   0,   0,  80,   0,   20,  60,1, 253,  65,   0,    0,   0,   0,   0,  376,   0,   0,   0,   0,  14,    0,  0,  0,  0,  0,  0,  0,   0, 147,  83,  0,   0,    0,   0, 109, 173,   6,  64, ,  500,  200,   0,    0,   0,   0,   0,1200,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0, 150,  0,   0,   0,   0,  80,   0,   0,  80,1, 5,3, , , ,          , , , , ,0, 500,   0,   0,   0,    0,   0,   0, 500,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,  200, 300,  0,    0,    0,   0,  60,   0,  60,  15,1,1, , ,12,12,  300, 100,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  200,  0,   0,   0,   0,  80,   8,   8,  80, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    , 500,  100,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   0,  120,  0,   0,   0,  50,  40,   0,   4,  80,1,    0, 433,   73,   0,   0,   0,   0,   0,  145,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,   35, 190,  0,   0,   0,  32,  55,   3,   5,  65, , , ,     , , , , , ,0.533253,709,9
 572,1,4,1,11, 3, 2,1,1,2,2,2,  ,9,  , , ,2, 0,2,2,2, , , ,          ,2,3, , , , ,          , , , ,          ,          ,          ,2,1979, 5,26,1, 1,2, ,1, , , ,98, 3,   , 6000,999999, 1500,    0,    0,    0,  300,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 150,    0,    0,    0,    0,    0,2,23,    0,  100,   0,    0, 5000,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 75, 0,  0,   0,   0, 2500,  90,  0,    0,    0,   0,  20,  15,  10,   10,1,    0,  50,   0,   20,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 30,  0,  0,  0,   0,    0,    0,   0,    0,   0,   0,  20,  10,   15,  10,1,   0,  50,   0,   25,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 32,  0,  0,  0,   0,  15,  50,  0,   0,    0,   0,  25,   0,  20,  10,1,    0,  100,   0,   40,   0,   0,   0,   0, 100,    0,    0,   0,   0,   0,  0,  0, 70,  0,  0,  0,   0,   25,  50,  0,   0,   0,   0,  20,   0,  15,  10,1,  , , , , ,          , , , , ,2,  50,   0,   0,   0, 2000,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0, 100,  0,  0,   0,   0,  600,   0,  0,    0,    0,   0,  10,  10,  30,  30,1,1, , , 0,15,  200, 100,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,200, 40,  0,  0,   0,   50,   50,  0,   0,   0,   0,  10,   0, 100,  50,2,1, , ,  ,  ,     ,1,2,1, , ,    , ,1,2,3, , , , ,99999,999999,    ,  82,   37,   0,  0, 187,   0,   0,    0,  18,    0,   0,   0,   0,   0,  0,  0, 120, 13,  0,  0,   0,  75,   35,  0,   0,   0,   0,  23,  11,  71,  32, ,     ,   1,   40,   0,   0,   0,   0,   0,    0, 100,   0,   0,   0,   0,   0,  0,  0,  59,  0,  0,  0,   0,   15,  40,  0,   0,   0,   0,  50,  25, 100,  25, ,2,1,   97,2,1, ,1,1,1.089205,705,5
 573,1,4,1,98, 3, 4,1,2,2,2,2,  ,1,10,2, ,2, 2,2,9,1,6, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1979, 1, 3,1, 1,2, ,1, , , , 6, 3, 30, 6000,120000,    0,    0,    0,    0, 3000, 2000,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 110,    0, 5000,    0,    0,    0,2,23,  800,   50,   0,   30,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 10, 0,  0,   0,   0,  200,  50,  0,    0,    0,   0, 300,   0, 800,  600,1,  350,  60,   0,   40,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 10,  0,  0,  0,   0,   30,   60,   0,    0,   0,   0,  60,  80,   20, 200,1, 400,  70,   0,   20,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 10,  0,  0,  0,   0,  30,  60,  0,   0,    0,   0,  40,  80,  80, 240,1,  400,   60,   0,  140,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0, 10,  0,  0,  0, 160,    0,  60,  0,   0,   0,   0,  60, 120,  80, 200,1, 3,2,3, , ,          , , , , ,0, 350,  60,   0,  40,    0,   0,   0,   0,    0,   0,   0,  63,    0,   0,  0,  0,  10,  0,  0,   0,   0,  200,  60,  0,    0,    0,   0,  60, 200, 200,  50,1,1, , ,10,10,  360,  60,   0,  30,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,   50,   60,  0,   0,   0,   0,  40, 120,  20, 200,1,1, , ,  ,  ,     ,1,2,3, , ,    , ,4,6, , , , , ,  300,999999,    , 300,   80,   0, 40,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  10,  0,  0,  0,   0,  30,   60,  0,   0,   0,   0,  80,  40,  40, 200, ,    0, 300,   60,   0,  20,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  25,  0,  0,  0,   0,   10,  40,  0,   0,   0,   0,  40,  80,  40, 200, ,3,2,    0,1,2, ,1,1,1.089205,416,5
 574,1,5,3, 1, 1, 1,1,1,2,1,1,10,1,99,2, ,2, 1,2,9,2, , , ,          ,9, , , , , ,          , , , ,          ,          ,          ,1,1980, 6,23,1, 1,9, ,1, , , , 7, 8,   , 2000,999999,    0,    0,  350,    0, 4000,  300,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  80,    0,  600,    0,    0,   40,2,22,  130,  300,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,  500, 100,  0,   50,  200,   0,  50,  20,  50,   20, ,  200,  40,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,  100,   0,   50,   0,   0,  80,  25,   14,  40, ,   0,  60,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,  70,  0,  50,  300,  80, 100,  60,  30,  75,2,  800,    0,   0,  150,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  80,  0,  50, 300,   0,  60, 120,   0,  40,2, 3,1,4, , ,          , , , , ,0, 200,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,  35,   0,    0,  50,  0,   50,  200,   0, 100,  30,  50,  50,1,1, , , 5, 0,    0,   0,   0,  50,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0, 36,   0,    0,   50,  0,  50, 200,   0, 150,  85,  30,  60,1,1, , ,  ,  ,     ,1,2,3, , ,    , ,2,3,4,6, , , ,  600,999999,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0, 1340,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,  35,  79,  102,  0,  50, 200,   0, 150,  60,  50,  10, ,    0,   0,   20,   0,  50,   0,   0, 100,    0,   0,   0,   0,   0,   0,   0,  0,  0,  35,  0,  0,  0,   0,   80,  65,  0,  50, 200,   0, 150,  70,  16,  60, ,2,1,  400,2,3,1,1,1,0.415416,204,4
 575,2, ,2, 9, 3, 3,1,1,2,2,1, 8,9,  , , ,2, 1,2,2,2, , , ,          ,2,5, , , , ,          , , , ,          ,          ,          ,2,    ,  ,99,1, 2,2, ,2, ,1,3, 6, 7,   , 3500,  5500,12500,    0,  100,    0,  700,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   50,   50, 140,   45,   50,    0,    0,    0,1,  ,  200,    0,   0,    0, 2400,    0,    0,    0,    0,    0,   0,   0,    0,  240,  0,  0, 40,25,  0,   0,   0,   40,  50,  0,    0,   40,   0, 320,  60,  40,   20,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  250,  0,  0, 45, 25,  0,  0, 250,   30,   45,   0,    0, 100,   0,1000,   0,   60,  80,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  250,  0,  0, 50, 25,  0,  0,   0,  20,  50,  0,   0,    0,   0, 200,   0,  40,  60,2,    0,    0,   0,    0,   0, 911,   0,   0,   0,    0,    0,   0,   0, 300,  0,  0, 40, 25,  0,  0,   0,   10, 110,  0,   0,  50,   0, 200,  40,  40, 200,1, 2,2,1,4, ,          , , , , ,2, 399,  17,   0,   0,    0, 429,   0,   0,    0,   0,   0,   0,    0, 290,  0,  0,  50,  0,  0,   0,  75,  228,  49,  0,    0,    0,   0, 326,  66,  95,    , , , , ,  ,  ,  500,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 250,  0,  0, 50,  0,  0,  0,  20,   50,   50,  0,   0,   0,   0, 280,  40,  40, 100,2,1,9, ,  ,  ,     ,1,2,2, , ,    , ,4, , , , , , ,  100,   700,    , 400,   40,   0,  0,   0, 400,   0,    0,   0,    0,   0,   0,   0, 235,  0,  0,  50,  0,  0,  0,  60,  50,   60,  0,   0,   0,   0, 320, 100,  40,  80, , 2600, 400,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 240,  0,  0,  50,  0,  0,  0, 125,   40,  50,  0,   0,   0,   0, 340,  40,  40,  80, ,9,9,  220,1,2, ,2,1,1.578969,418,6
 576,2,5,1, 2, 3, 3,1,2,2,2,1,10,1,10,2, ,1, 2,2,1,1,6, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1979, 7,20,1, 2,2, ,1, , , ,97, 6, 80, 6400,170000,    0, 4500,   50,    0, 1000, 1000,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  400,  500, 350,  600,    0,    0,    0,    0,1,23,  325,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 40, 0,  0,   0,   0,    0, 200,  0,    0,   25,   0,   0,  40, 600,    0, ,  325,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 40,  0,  0,  0,   0,    0,  170,   0,    0,  20,   0,  80,  80,    0, 320, , 500,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 40,  0,  0,  0,   0,   0, 150,  0,   0,    0,   0, 200,   0,   0, 200,1,  400,  300,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0, 100,    0,  50,  0,   0, 100,   0, 100,  60,  40, 120,1, 4,3, , , ,          , , , , ,0,1500, 200,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 250, 30,  0,  45,  0,  0,   0, 200,    0,  38,  0,    0,  150,   0, 200, 100, 300,  75,2,2,4,2, 0,38, 1600,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 190, 30,  0, 45,  0,  0,  0, 100,    0,   25,  0,   0, 300,   0, 240,   0,  40, 300,1,1,2,1,  , 8, 4000,1,1,3,2,1,2500,2,1,2,3,6, , , , 3000,  6000, 0.7,1700,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 190, 70,  0,  50,  0,  0,  0, 100,   0,   25,  0,   0, 250,   0, 200,   0,  40,  60, ,    0,1600,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 190, 30, 20,  45,  0,  0,  0,  26,    0,  70,  0,   0,   0,   0, 800,   0, 200, 200, ,3,3, 4000,2,3,8,1,1,1.578969,819,6
